task_id,true_label,contrast,base_condition,compare_condition,js_bits,base_dist,compare_dist
gsm8k_0021,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0022,calculator,neutral_replay,wild,neutral_replay,0.4188212310720749,"[1.0, 0.0, 0.0]","[0.375, 0.625, 0.0]"
gsm8k_0023,calculator,neutral_replay,wild,neutral_replay,0.31127812445913283,"[1.0, 0.0, 0.0]","[0.5, 0.5, 0.0]"
gsm8k_0024,calculator,neutral_replay,wild,neutral_replay,0.4188212310720749,"[1.0, 0.0, 0.0]","[0.375, 0.625, 0.0]"
gsm8k_0025,calculator,neutral_replay,wild,neutral_replay,0.4188212310720749,"[1.0, 0.0, 0.0]","[0.375, 0.625, 0.0]"
gsm8k_0026,calculator,neutral_replay,wild,neutral_replay,0.06550784501721568,"[1.0, 0.0, 0.0]","[0.875, 0.125, 0.0]"
gsm8k_0027,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0028,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0029,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0030,calculator,neutral_replay,wild,neutral_replay,0.06550784501721568,"[1.0, 0.0, 0.0]","[0.875, 0.125, 0.0]"
gsm8k_0031,calculator,neutral_replay,wild,neutral_replay,0.06550784501721568,"[1.0, 0.0, 0.0]","[0.875, 0.125, 0.0]"
gsm8k_0032,calculator,neutral_replay,wild,neutral_replay,0.5487949406953986,"[1.0, 0.0, 0.0]","[0.25, 0.75, 0.0]"
gsm8k_0033,calculator,neutral_replay,wild,neutral_replay,0.06550784501721568,"[1.0, 0.0, 0.0]","[0.875, 0.125, 0.0]"
gsm8k_0034,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0035,calculator,neutral_replay,wild,neutral_replay,0.21899525866266342,"[1.0, 0.0, 0.0]","[0.625, 0.375, 0.0]"
gsm8k_0036,calculator,neutral_replay,wild,neutral_replay,0.31127812445913283,"[1.0, 0.0, 0.0]","[0.5, 0.5, 0.0]"
gsm8k_0037,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0038,calculator,neutral_replay,wild,neutral_replay,0.31127812445913283,"[1.0, 0.0, 0.0]","[0.5, 0.5, 0.0]"
gsm8k_0039,calculator,neutral_replay,wild,neutral_replay,1.0,"[0.0, 1.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0040,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0041,calculator,neutral_replay,wild,neutral_replay,0.4188212310720749,"[1.0, 0.0, 0.0]","[0.375, 0.625, 0.0]"
gsm8k_0042,calculator,neutral_replay,wild,neutral_replay,1.0,"[0.0, 1.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0043,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0044,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0045,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0046,calculator,neutral_replay,wild,neutral_replay,0.1379253809700299,"[1.0, 0.0, 0.0]","[0.75, 0.25, 0.0]"
gsm8k_0047,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0048,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0049,calculator,neutral_replay,wild,neutral_replay,0.06550784501721568,"[1.0, 0.0, 0.0]","[0.875, 0.125, 0.0]"
gsm8k_0050,calculator,neutral_replay,wild,neutral_replay,0.5487949406953986,"[1.0, 0.0, 0.0]","[0.25, 0.75, 0.0]"
gsm8k_0051,calculator,neutral_replay,wild,neutral_replay,0.1379253809700299,"[1.0, 0.0, 0.0]","[0.75, 0.25, 0.0]"
gsm8k_0052,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0053,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0054,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0055,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0056,calculator,neutral_replay,wild,neutral_replay,0.1379253809700299,"[1.0, 0.0, 0.0]","[0.75, 0.25, 0.0]"
gsm8k_0057,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0058,calculator,neutral_replay,wild,neutral_replay,0.31127812445913283,"[1.0, 0.0, 0.0]","[0.5, 0.5, 0.0]"
gsm8k_0059,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0060,calculator,neutral_replay,wild,neutral_replay,0.06550784501721568,"[1.0, 0.0, 0.0]","[0.875, 0.125, 0.0]"
gsm8k_0061,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0062,calculator,neutral_replay,wild,neutral_replay,0.06550784501721568,"[1.0, 0.0, 0.0]","[0.875, 0.125, 0.0]"
gsm8k_0063,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0064,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0065,calculator,neutral_replay,wild,neutral_replay,0.1379253809700299,"[1.0, 0.0, 0.0]","[0.75, 0.25, 0.0]"
gsm8k_0066,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0067,calculator,neutral_replay,wild,neutral_replay,0.31127812445913283,"[1.0, 0.0, 0.0]","[0.5, 0.5, 0.0]"
gsm8k_0068,calculator,neutral_replay,wild,neutral_replay,0.06550784501721568,"[1.0, 0.0, 0.0]","[0.875, 0.125, 0.0]"
gsm8k_0069,calculator,neutral_replay,wild,neutral_replay,0.06550784501721568,"[1.0, 0.0, 0.0]","[0.875, 0.125, 0.0]"
gsm8k_0070,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0071,calculator,neutral_replay,wild,neutral_replay,0.31127812445913283,"[1.0, 0.0, 0.0]","[0.5, 0.5, 0.0]"
gsm8k_0072,calculator,neutral_replay,wild,neutral_replay,0.31127812445913283,"[1.0, 0.0, 0.0]","[0.5, 0.5, 0.0]"
gsm8k_0073,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0074,calculator,neutral_replay,wild,neutral_replay,0.06550784501721568,"[1.0, 0.0, 0.0]","[0.875, 0.125, 0.0]"
gsm8k_0075,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0076,calculator,neutral_replay,wild,neutral_replay,0.06550784501721568,"[1.0, 0.0, 0.0]","[0.875, 0.125, 0.0]"
gsm8k_0077,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0078,calculator,neutral_replay,wild,neutral_replay,0.1379253809700299,"[1.0, 0.0, 0.0]","[0.75, 0.25, 0.0]"
gsm8k_0079,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0080,calculator,neutral_replay,wild,neutral_replay,0.21899525866266342,"[1.0, 0.0, 0.0]","[0.625, 0.375, 0.0]"
gsm8k_0081,calculator,neutral_replay,wild,neutral_replay,0.06550784501721568,"[1.0, 0.0, 0.0]","[0.875, 0.125, 0.0]"
gsm8k_0082,calculator,neutral_replay,wild,neutral_replay,0.06550784501721568,"[1.0, 0.0, 0.0]","[0.875, 0.125, 0.0]"
gsm8k_0083,calculator,neutral_replay,wild,neutral_replay,0.31127812445913283,"[1.0, 0.0, 0.0]","[0.5, 0.5, 0.0]"
gsm8k_0084,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0085,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0086,calculator,neutral_replay,wild,neutral_replay,0.5487949406953986,"[1.0, 0.0, 0.0]","[0.25, 0.75, 0.0]"
gsm8k_0087,calculator,neutral_replay,wild,neutral_replay,0.4188212310720749,"[1.0, 0.0, 0.0]","[0.375, 0.625, 0.0]"
gsm8k_0088,calculator,neutral_replay,wild,neutral_replay,0.21899525866266342,"[1.0, 0.0, 0.0]","[0.625, 0.375, 0.0]"
gsm8k_0089,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0090,calculator,neutral_replay,wild,neutral_replay,0.1379253809700299,"[1.0, 0.0, 0.0]","[0.75, 0.25, 0.0]"
gsm8k_0091,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0092,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0093,calculator,neutral_replay,wild,neutral_replay,0.31127812445913283,"[1.0, 0.0, 0.0]","[0.5, 0.5, 0.0]"
gsm8k_0094,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0095,calculator,neutral_replay,wild,neutral_replay,0.31127812445913283,"[1.0, 0.0, 0.0]","[0.5, 0.5, 0.0]"
gsm8k_0096,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0097,calculator,neutral_replay,wild,neutral_replay,0.21899525866266342,"[1.0, 0.0, 0.0]","[0.625, 0.375, 0.0]"
gsm8k_0098,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0099,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0100,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0101,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0102,calculator,neutral_replay,wild,neutral_replay,0.4188212310720749,"[1.0, 0.0, 0.0]","[0.375, 0.625, 0.0]"
gsm8k_0103,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0104,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0105,calculator,neutral_replay,wild,neutral_replay,0.1379253809700299,"[1.0, 0.0, 0.0]","[0.75, 0.25, 0.0]"
gsm8k_0106,calculator,neutral_replay,wild,neutral_replay,0.4188212310720749,"[1.0, 0.0, 0.0]","[0.375, 0.625, 0.0]"
gsm8k_0107,calculator,neutral_replay,wild,neutral_replay,0.21899525866266342,"[1.0, 0.0, 0.0]","[0.625, 0.375, 0.0]"
gsm8k_0108,calculator,neutral_replay,wild,neutral_replay,0.21899525866266342,"[1.0, 0.0, 0.0]","[0.625, 0.375, 0.0]"
gsm8k_0109,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0110,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0111,calculator,neutral_replay,wild,neutral_replay,0.1379253809700299,"[1.0, 0.0, 0.0]","[0.75, 0.25, 0.0]"
gsm8k_0112,calculator,neutral_replay,wild,neutral_replay,0.1379253809700299,"[1.0, 0.0, 0.0]","[0.75, 0.25, 0.0]"
gsm8k_0113,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0114,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0115,calculator,neutral_replay,wild,neutral_replay,0.06550784501721568,"[1.0, 0.0, 0.0]","[0.875, 0.125, 0.0]"
gsm8k_0116,calculator,neutral_replay,wild,neutral_replay,0.21899525866266342,"[1.0, 0.0, 0.0]","[0.625, 0.375, 0.0]"
gsm8k_0117,calculator,neutral_replay,wild,neutral_replay,0.21899525866266342,"[1.0, 0.0, 0.0]","[0.625, 0.375, 0.0]"
gsm8k_0118,calculator,neutral_replay,wild,neutral_replay,0.1379253809700299,"[1.0, 0.0, 0.0]","[0.75, 0.25, 0.0]"
gsm8k_0119,calculator,neutral_replay,wild,neutral_replay,0.1379253809700299,"[1.0, 0.0, 0.0]","[0.75, 0.25, 0.0]"
gsm8k_0120,calculator,neutral_replay,wild,neutral_replay,0.06550784501721568,"[1.0, 0.0, 0.0]","[0.875, 0.125, 0.0]"
gsm8k_0121,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0122,calculator,neutral_replay,wild,neutral_replay,0.4188212310720749,"[1.0, 0.0, 0.0]","[0.375, 0.625, 0.0]"
gsm8k_0123,calculator,neutral_replay,wild,neutral_replay,0.31127812445913283,"[1.0, 0.0, 0.0]","[0.5, 0.5, 0.0]"
gsm8k_0124,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0125,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0126,calculator,neutral_replay,wild,neutral_replay,0.5487949406953986,"[0.0, 1.0, 0.0]","[0.75, 0.25, 0.0]"
gsm8k_0127,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0128,calculator,neutral_replay,wild,neutral_replay,0.21899525866266342,"[1.0, 0.0, 0.0]","[0.625, 0.375, 0.0]"
gsm8k_0129,calculator,neutral_replay,wild,neutral_replay,0.06550784501721568,"[1.0, 0.0, 0.0]","[0.875, 0.125, 0.0]"
gsm8k_0130,calculator,neutral_replay,wild,neutral_replay,0.06550784501721568,"[1.0, 0.0, 0.0]","[0.875, 0.125, 0.0]"
gsm8k_0131,calculator,neutral_replay,wild,neutral_replay,0.4188212310720749,"[1.0, 0.0, 0.0]","[0.375, 0.625, 0.0]"
gsm8k_0132,calculator,neutral_replay,wild,neutral_replay,0.1379253809700299,"[1.0, 0.0, 0.0]","[0.75, 0.25, 0.0]"
gsm8k_0133,calculator,neutral_replay,wild,neutral_replay,0.21899525866266342,"[1.0, 0.0, 0.0]","[0.625, 0.375, 0.0]"
gsm8k_0134,calculator,neutral_replay,wild,neutral_replay,0.06550784501721568,"[1.0, 0.0, 0.0]","[0.875, 0.125, 0.0]"
gsm8k_0135,calculator,neutral_replay,wild,neutral_replay,0.31127812445913283,"[1.0, 0.0, 0.0]","[0.5, 0.5, 0.0]"
gsm8k_0136,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0137,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0138,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0139,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0140,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0141,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0142,calculator,neutral_replay,wild,neutral_replay,0.1379253809700299,"[1.0, 0.0, 0.0]","[0.75, 0.25, 0.0]"
gsm8k_0143,calculator,neutral_replay,wild,neutral_replay,0.06550784501721568,"[1.0, 0.0, 0.0]","[0.875, 0.125, 0.0]"
gsm8k_0144,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0145,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0146,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0147,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0148,calculator,neutral_replay,wild,neutral_replay,0.5487949406953986,"[1.0, 0.0, 0.0]","[0.25, 0.75, 0.0]"
gsm8k_0149,calculator,neutral_replay,wild,neutral_replay,0.1379253809700299,"[1.0, 0.0, 0.0]","[0.75, 0.25, 0.0]"
gsm8k_0150,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0151,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0152,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0153,calculator,neutral_replay,wild,neutral_replay,0.31127812445913283,"[1.0, 0.0, 0.0]","[0.5, 0.5, 0.0]"
gsm8k_0154,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0155,calculator,neutral_replay,wild,neutral_replay,0.31127812445913283,"[1.0, 0.0, 0.0]","[0.5, 0.5, 0.0]"
gsm8k_0156,calculator,neutral_replay,wild,neutral_replay,0.06550784501721568,"[1.0, 0.0, 0.0]","[0.875, 0.125, 0.0]"
gsm8k_0157,calculator,neutral_replay,wild,neutral_replay,0.21899525866266342,"[1.0, 0.0, 0.0]","[0.625, 0.375, 0.0]"
gsm8k_0158,calculator,neutral_replay,wild,neutral_replay,0.018790976295781185,"[0.75, 0.25, 0.0]","[0.875, 0.125, 0.0]"
gsm8k_0159,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0160,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0161,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0162,calculator,neutral_replay,wild,neutral_replay,0.31127812445913283,"[0.5, 0.5, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0163,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0164,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0165,calculator,neutral_replay,wild,neutral_replay,0.21899525866266342,"[1.0, 0.0, 0.0]","[0.625, 0.375, 0.0]"
gsm8k_0166,calculator,neutral_replay,wild,neutral_replay,0.1379253809700299,"[1.0, 0.0, 0.0]","[0.75, 0.25, 0.0]"
gsm8k_0167,calculator,neutral_replay,wild,neutral_replay,0.5487949406953986,"[1.0, 0.0, 0.0]","[0.25, 0.75, 0.0]"
gsm8k_0168,calculator,neutral_replay,wild,neutral_replay,0.4188212310720749,"[1.0, 0.0, 0.0]","[0.375, 0.625, 0.0]"
gsm8k_0169,calculator,neutral_replay,wild,neutral_replay,0.21899525866266342,"[1.0, 0.0, 0.0]","[0.625, 0.375, 0.0]"
gsm8k_0170,calculator,neutral_replay,wild,neutral_replay,0.31127812445913283,"[1.0, 0.0, 0.0]","[0.5, 0.5, 0.0]"
gsm8k_0171,calculator,neutral_replay,wild,neutral_replay,0.1379253809700299,"[1.0, 0.0, 0.0]","[0.75, 0.25, 0.0]"
gsm8k_0172,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0173,calculator,neutral_replay,wild,neutral_replay,0.06550784501721568,"[1.0, 0.0, 0.0]","[0.875, 0.125, 0.0]"
gsm8k_0174,calculator,neutral_replay,wild,neutral_replay,0.21899525866266342,"[1.0, 0.0, 0.0]","[0.625, 0.375, 0.0]"
gsm8k_0175,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0176,calculator,neutral_replay,wild,neutral_replay,0.06550784501721568,"[1.0, 0.0, 0.0]","[0.875, 0.125, 0.0]"
gsm8k_0177,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0178,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0179,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0180,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0181,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0182,calculator,neutral_replay,wild,neutral_replay,0.1379253809700299,"[1.0, 0.0, 0.0]","[0.75, 0.25, 0.0]"
gsm8k_0183,calculator,neutral_replay,wild,neutral_replay,0.4188212310720749,"[1.0, 0.0, 0.0]","[0.375, 0.625, 0.0]"
gsm8k_0184,calculator,neutral_replay,wild,neutral_replay,0.4188212310720749,"[1.0, 0.0, 0.0]","[0.375, 0.625, 0.0]"
gsm8k_0185,calculator,neutral_replay,wild,neutral_replay,0.06550784501721568,"[1.0, 0.0, 0.0]","[0.875, 0.125, 0.0]"
gsm8k_0186,calculator,neutral_replay,wild,neutral_replay,0.31127812445913283,"[1.0, 0.0, 0.0]","[0.5, 0.5, 0.0]"
gsm8k_0187,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0188,calculator,neutral_replay,wild,neutral_replay,0.1379253809700299,"[1.0, 0.0, 0.0]","[0.75, 0.25, 0.0]"
gsm8k_0189,calculator,neutral_replay,wild,neutral_replay,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0190,calculator,neutral_replay,wild,neutral_replay,0.06550784501721568,"[1.0, 0.0, 0.0]","[0.875, 0.125, 0.0]"
gsm8k_0191,calculator,neutral_replay,wild,neutral_replay,0.06550784501721568,"[1.0, 0.0, 0.0]","[0.875, 0.125, 0.0]"
gsm8k_0192,calculator,neutral_replay,wild,neutral_replay,0.21899525866266342,"[1.0, 0.0, 0.0]","[0.625, 0.375, 0.0]"
gsm8k_0193,calculator,neutral_replay,wild,neutral_replay,0.4188212310720749,"[1.0, 0.0, 0.0]","[0.375, 0.625, 0.0]"
gsm8k_0194,calculator,neutral_replay,wild,neutral_replay,0.4188212310720749,"[1.0, 0.0, 0.0]","[0.375, 0.625, 0.0]"
gsm8k_0195,calculator,neutral_replay,wild,neutral_replay,0.21899525866266342,"[1.0, 0.0, 0.0]","[0.625, 0.375, 0.0]"
